open_time,open,high,low,close,volume
2026-01-05T01:13:00+00:00,2650.51,2650.54,2650.38,2650.39,19
2026-01-05T01:14:00+00:00,2650.39,2650.40,2650.36,2650.40,145
2026-01-05T01:15:00+00:00,2650.40,2650.41,2650.06,2650.06,57
2026-01-05T01:16:00+00:00,2650.06,2650.11,2649.79,2649.86,24
2026-01-05T01:17:00+00:00,2649.86,2649.88,2649.79,2649.80,218
2026-01-05T01:18:00+00:00,2649.80,2649.92,2649.68,2649.69,19
2026-01-05T01:19:00+00:00,2649.69,2649.72,2649.65,2649.66,130
2026-01-05T01:20:00+00:00,2649.66,2649.69,2649.49,2649.55,239
2026-01-05T01:21:00+00:00,2649.55,2649.79,2649.51,2649.75,455
2026-01-05T01:22:00+00:00,2649.75,2649.90,2649.72,2649.80,589
2026-01-05T01:23:00+00:00,2649.80,2649.81,2649.72,2649.77,82
2026-01-05T01:24:00+00:00,2649.77,2650.16,2649.68,2650.04,73
2026-01-05T01:25:00+00:00,2650.04,2650.13,2649.96,2650.04,45
2026-01-05T01:26:00+00:00,2650.04,2650.05,2649.89,2649.95,237
2026-01-05T01:27:00+00:00,2649.95,2649.95,2649.91,2649.91,252
2026-01-05T01:28:00+00:00,2649.91,2650.03,2649.91,2649.91,47
2026-01-05T01:29:00+00:00,2649.91,2650.06,2649.88,2650.04,101
2026-01-05T01:30:00+00:00,2650.04,2650.07,2649.99,2650.03,422
2026-01-05T01:31:00+00:00,2650.03,2650.06,2649.95,2650.00,236
2026-01-05T01:32:00+00:00,2650.00,2650.14,2649.98,2650.08,265
2026-01-05T01:33:00+00:00,2650.08,2650.14,2650.05,2650.10,143
2026-01-05T01:34:00+00:00,2650.10,2650.18,2650.10,2650.15,25
2026-01-05T01:35:00+00:00,2650.15,2650.23,2650.07,2650.07,459
2026-01-05T01:36:00+00:00,2650.07,2650.36,2650.05,2650.30,441
2026-01-05T01:37:00+00:00,2650.30,2650.48,2650.23,2650.33,341
2026-01-05T01:38:00+00:00,2650.33,2650.35,2650.23,2650.33,124
2026-01-05T01:39:00+00:00,2650.33,2650.47,2650.31,2650.43,110
2026-01-05T01:40:00+00:00,2650.43,2650.51,2650.35,2650.46,8
2026-01-05T01:41:00+00:00,2650.46,2650.53,2650.33,2650.42,40
2026-01-05T01:42:00+00:00,2650.42,2650.43,2650.18,2650.20,148
2026-01-05T01:43:00+00:00,2650.20,2650.25,2650.15,2650.25,115
2026-01-05T01:44:00+00:00,2650.25,2650.32,2650.16,2650.19,6
2026-01-05T01:45:00+00:00,2650.19,2650.22,2650.07,2650.13,326
2026-01-05T01:46:00+00:00,2650.13,2650.22,2650.12,2650.21,403
2026-01-05T01:47:00+00:00,2650.21,2650.38,2650.16,2650.36,209
2026-01-05T01:48:00+00:00,2650.36,2650.45,2650.18,2650.22,240
2026-01-05T01:49:00+00:00,2650.22,2650.29,2650.21,2650.29,21
2026-01-05T01:50:00+00:00,2650.29,2650.36,2650.22,2650.33,529
2026-01-05T01:51:00+00:00,2650.33,2650.36,2650.24,2650.25,71
2026-01-05T01:52:00+00:00,2650.25,2650.27,2650.13,2650.19,188
2026-01-05T01:53:00+00:00,2650.19,2650.24,2650.14,2650.16,143
2026-01-05T01:54:00+00:00,2650.16,2650.20,2650.05,2650.13,204
2026-01-05T01:55:00+00:00,2650.13,2650.27,2650.03,2650.03,68
2026-01-05T01:56:00+00:00,2650.03,2650.15,2650.02,2650.09,256
2026-01-05T01:57:00+00:00,2650.09,2650.19,2649.95,2650.00,83
2026-01-05T01:58:00+00:00,2650.00,2650.15,2649.92,2650.07,142
2026-01-05T01:59:00+00:00,2650.07,2650.07,2649.92,2649.97,336
2026-01-05T02:00:00+00:00,2649.97,2649.99,2649.76,2649.86,500
2026-01-05T02:01:00+00:00,2649.86,2649.86,2649.83,2649.85,357
2026-01-05T02:02:00+00:00,2649.85,2649.95,2649.82,2649.91,18
2026-01-05T02:03:00+00:00,2649.91,2649.94,2649.85,2649.93,59
2026-01-05T02:04:00+00:00,2649.93,2650.03,2649.91,2649.99,147
2026-01-05T02:05:00+00:00,2649.99,2650.00,2649.90,2649.92,178
2026-01-05T02:06:00+00:00,2649.92,2650.01,2649.86,2649.98,164
2026-01-05T02:07:00+00:00,2649.98,2650.15,2649.90,2650.04,21
2026-01-05T02:08:00+00:00,2650.04,2650.04,2649.86,2649.93,170
2026-01-05T02:09:00+00:00,2649.93,2649.99,2649.78,2649.80,740
2026-01-05T02:10:00+00:00,2649.80,2649.89,2649.73,2649.88,387
2026-01-05T02:11:00+00:00,2649.88,2649.91,2649.75,2649.84,18
2026-01-05T02:12:00+00:00,2649.84,2649.91,2649.75,2649.90,114
2026-01-05T02:13:00+00:00,2649.90,2649.91,2649.62,2649.75,351
2026-01-05T02:14:00+00:00,2649.75,2649.80,2649.63,2649.77,35
2026-01-05T02:15:00+00:00,2649.77,2649.79,2649.74,2649.74,240
2026-01-05T02:16:00+00:00,2649.74,2649.75,2649.65,2649.68,90
2026-01-05T02:17:00+00:00,2649.68,2649.72,2649.64,2649.70,459
2026-01-05T02:18:00+00:00,2649.70,2649.76,2649.64,2649.71,85
2026-01-05T02:19:00+00:00,2649.71,2649.75,2649.57,2649.64,58
2026-01-05T02:20:00+00:00,2649.64,2649.74,2649.63,2649.69,556
2026-01-05T02:21:00+00:00,2649.69,2649.75,2649.63,2649.72,50
2026-01-05T02:22:00+00:00,2649.72,2649.78,2649.59,2649.61,107
2026-01-05T02:23:00+00:00,2649.61,2649.66,2649.55,2649.58,77
2026-01-05T02:24:00+00:00,2649.58,2649.72,2649.50,2649.67,274
2026-01-05T02:25:00+00:00,2649.67,2649.75,2649.41,2649.54,344
2026-01-05T02:26:00+00:00,2649.54,2649.63,2649.44,2649.59,65
2026-01-05T02:27:00+00:00,2649.59,2649.62,2649.43,2649.44,391
2026-01-05T02:28:00+00:00,2649.44,2649.67,2649.33,2649.64,253
2026-01-05T02:29:00+00:00,2649.64,2649.69,2649.58,2649.61,241
2026-01-05T02:30:00+00:00,2649.61,2649.66,2649.46,2649.56,28
2026-01-05T02:31:00+00:00,2649.56,2649.59,2649.49,2649.50,110
2026-01-05T02:32:00+00:00,2649.50,2649.59,2649.32,2649.58,248
2026-01-05T02:33:00+00:00,2649.58,2649.63,2649.47,2649.56,309
2026-01-05T02:34:00+00:00,2649.56,2649.61,2649.51,2649.59,66
2026-01-05T02:35:00+00:00,2649.59,2649.62,2649.54,2649.55,522
2026-01-05T02:36:00+00:00,2649.55,2649.64,2649.52,2649.63,151
2026-01-05T02:37:00+00:00,2649.63,2649.69,2649.51,2649.53,54
2026-01-05T02:38:00+00:00,2649.53,2649.53,2649.49,2649.53,124
2026-01-05T02:39:00+00:00,2649.53,2649.55,2649.40,2649.47,243
2026-01-05T02:40:00+00:00,2649.47,2649.71,2649.41,2649.71,210
2026-01-05T02:41:00+00:00,2649.71,2649.80,2649.66,2649.77,75
2026-01-05T02:42:00+00:00,2649.77,2649.83,2649.72,2649.80,224
2026-01-05T02:43:00+00:00,2649.80,2649.88,2649.75,2649.86,110
2026-01-05T02:44:00+00:00,2649.86,2649.87,2649.61,2649.68,186
2026-01-05T02:45:00+00:00,2649.68,2649.75,2649.56,2649.65,294
2026-01-05T02:46:00+00:00,2649.65,2649.68,2649.52,2649.56,43
2026-01-05T02:47:00+00:00,2649.56,2649.58,2649.20,2649.29,91
2026-01-05T02:48:00+00:00,2649.29,2649.43,2649.20,2649.27,156
2026-01-05T02:49:00+00:00,2649.27,2649.30,2649.14,2649.14,281
2026-01-05T02:50:00+00:00,2649.14,2649.28,2649.12,2649.25,382
2026-01-05T02:51:00+00:00,2649.25,2649.34,2649.23,2649.29,330
2026-01-05T02:52:00+00:00,2649.29,2649.44,2649.26,2649.33,137
2026-01-05T02:53:00+00:00,2649.33,2649.48,2649.26,2649.28,570
2026-01-05T02:54:00+00:00,2649.28,2649.31,2649.09,2649.17,192
2026-01-05T02:55:00+00:00,2649.17,2649.25,2649.06,2649.17,128
2026-01-05T02:56:00+00:00,2649.17,2649.30,2649.11,2649.22,22
2026-01-05T02:57:00+00:00,2649.22,2649.25,2649.22,2649.25,274
2026-01-05T02:58:00+00:00,2649.25,2649.32,2649.22,2649.30,40
2026-01-05T02:59:00+00:00,2649.30,2649.40,2649.25,2649.37,262
2026-01-05T03:00:00+00:00,2649.37,2649.46,2649.22,2649.32,405
2026-01-05T03:01:00+00:00,2649.32,2649.35,2649.30,2649.34,291
2026-01-05T03:02:00+00:00,2649.34,2649.35,2649.30,2649.33,220
2026-01-05T03:03:00+00:00,2649.33,2649.43,2649.32,2649.42,282
2026-01-05T03:04:00+00:00,2649.42,2649.49,2649.32,2649.45,70
2026-01-05T03:05:00+00:00,2649.45,2649.58,2649.36,2649.53,291
2026-01-05T03:06:00+00:00,2649.53,2649.84,2649.46,2649.77,37
2026-01-05T03:07:00+00:00,2649.77,2649.88,2649.66,2649.88,54
2026-01-05T03:08:00+00:00,2649.88,2649.90,2649.83,2649.90,395
2026-01-05T03:09:00+00:00,2649.90,2650.02,2649.79,2649.98,173
2026-01-05T03:10:00+00:00,2649.98,2649.99,2649.96,2649.97,171
2026-01-05T03:11:00+00:00,2649.97,2650.00,2649.79,2649.82,323
2026-01-05T03:12:00+00:00,2649.82,2649.89,2649.81,2649.89,4
2026-01-05T03:13:00+00:00,2649.89,2649.97,2649.68,2649.71,493
2026-01-05T03:14:00+00:00,2649.71,2649.80,2649.45,2649.59,331
2026-01-05T03:15:00+00:00,2649.59,2649.65,2649.54,2649.59,385
2026-01-05T03:16:00+00:00,2649.59,2649.60,2649.34,2649.36,7
2026-01-05T03:17:00+00:00,2649.36,2649.37,2649.28,2649.33,38
2026-01-05T03:18:00+00:00,2649.33,2649.42,2649.26,2649.38,59
2026-01-05T03:19:00+00:00,2649.38,2649.49,2649.37,2649.42,500
2026-01-05T03:20:00+00:00,2649.42,2649.70,2649.41,2649.66,218
2026-01-05T03:21:00+00:00,2649.66,2649.70,2649.55,2649.61,72
2026-01-05T03:22:00+00:00,2649.61,2649.78,2649.61,2649.63,304
2026-01-05T03:23:00+00:00,2649.63,2649.66,2649.42,2649.57,120
2026-01-05T03:24:00+00:00,2649.57,2649.58,2649.45,2649.47,210
2026-01-05T03:25:00+00:00,2649.47,2649.55,2649.44,2649.49,105
2026-01-05T03:26:00+00:00,2649.49,2649.60,2649.40,2649.48,93
2026-01-05T03:27:00+00:00,2649.48,2649.49,2649.32,2649.37,62
2026-01-05T03:28:00+00:00,2649.37,2649.52,2649.31,2649.42,181
2026-01-05T03:29:00+00:00,2649.42,2649.53,2649.38,2649.53,192
2026-01-05T03:30:00+00:00,2649.53,2649.55,2649.32,2649.39,660
2026-01-05T03:31:00+00:00,2649.39,2649.40,2649.32,2649.32,326
2026-01-05T03:32:00+00:00,2649.32,2649.43,2649.31,2649.32,350
2026-01-05T03:33:00+00:00,2649.32,2649.49,2649.31,2649.47,266
2026-01-05T03:34:00+00:00,2649.47,2649.55,2649.32,2649.39,333
2026-01-05T03:35:00+00:00,2649.39,2649.61,2649.33,2649.52,280
2026-01-05T03:36:00+00:00,2649.52,2649.74,2649.49,2649.65,379
2026-01-05T03:37:00+00:00,2649.65,2649.71,2649.53,2649.61,20
2026-01-05T03:38:00+00:00,2649.61,2649.71,2649.56,2649.69,1
2026-01-05T03:39:00+00:00,2649.69,2649.76,2649.60,2649.65,78
2026-01-05T03:40:00+00:00,2649.65,2649.69,2649.53,2649.66,33
2026-01-05T03:41:00+00:00,2649.66,2649.91,2649.59,2649.80,162
2026-01-05T03:42:00+00:00,2649.80,2649.81,2649.59,2649.70,146
2026-01-05T03:43:00+00:00,2649.70,2649.72,2649.63,2649.70,91
2026-01-05T03:44:00+00:00,2649.70,2649.71,2649.65,2649.71,138
2026-01-05T03:45:00+00:00,2649.71,2649.78,2649.58,2649.61,267
2026-01-05T03:46:00+00:00,2649.61,2649.73,2649.60,2649.66,203
2026-01-05T03:47:00+00:00,2649.66,2649.75,2649.57,2649.75,300
2026-01-05T03:48:00+00:00,2649.75,2649.81,2649.53,2649.62,31
2026-01-05T03:49:00+00:00,2649.62,2649.95,2649.59,2649.90,96
2026-01-05T03:50:00+00:00,2649.90,2649.99,2649.73,2649.79,32
2026-01-05T03:51:00+00:00,2649.79,2649.85,2649.70,2649.74,414
2026-01-05T03:52:00+00:00,2649.74,2649.75,2649.44,2649.52,233
2026-01-05T03:53:00+00:00,2649.52,2649.65,2649.45,2649.61,64
2026-01-05T03:54:00+00:00,2649.61,2649.73,2649.59,2649.73,128
2026-01-05T03:55:00+00:00,2649.73,2649.96,2649.62,2649.94,278
2026-01-05T03:56:00+00:00,2649.94,2650.03,2649.85,2649.91,182
2026-01-05T03:57:00+00:00,2649.91,2650.09,2649.91,2650.00,30
2026-01-05T03:58:00+00:00,2650.00,2650.10,2649.98,2650.03,63
2026-01-05T03:59:00+00:00,2650.03,2650.24,2649.95,2650.20,3
2026-01-05T04:00:00+00:00,2650.20,2650.40,2650.19,2650.38,693
2026-01-05T04:01:00+00:00,2650.38,2650.46,2650.34,2650.42,234
2026-01-05T04:02:00+00:00,2650.42,2650.54,2650.36,2650.54,103
2026-01-05T04:03:00+00:00,2650.54,2650.60,2650.50,2650.58,203
2026-01-05T04:04:00+00:00,2650.58,2650.68,2650.44,2650.67,162
2026-01-05T04:05:00+00:00,2650.67,2650.92,2650.58,2650.77,40
2026-01-05T04:06:00+00:00,2650.77,2650.78,2650.62,2650.72,201
2026-01-05T04:07:00+00:00,2650.72,2650.79,2650.64,2650.77,517
2026-01-05T04:08:00+00:00,2650.77,2650.80,2650.61,2650.66,555
2026-01-05T04:09:00+00:00,2650.66,2650.68,2650.39,2650.46,362
2026-01-05T04:10:00+00:00,2650.46,2650.49,2650.46,2650.48,159
2026-01-05T04:11:00+00:00,2650.48,2650.66,2650.46,2650.55,182
2026-01-05T04:12:00+00:00,2650.55,2650.61,2650.44,2650.59,51
2026-01-05T04:13:00+00:00,2650.59,2650.76,2650.50,2650.75,94
2026-01-05T04:14:00+00:00,2650.75,2650.82,2650.63,2650.65,357
2026-01-05T04:15:00+00:00,2650.65,2650.80,2650.63,2650.76,5
2026-01-05T04:16:00+00:00,2650.76,2651.07,2650.64,2651.01,118
2026-01-05T04:17:00+00:00,2651.01,2651.06,2650.98,2651.05,94
2026-01-05T04:18:00+00:00,2651.05,2651.07,2650.97,2651.06,42
2026-01-05T04:19:00+00:00,2651.06,2651.17,2651.01,2651.15,381
2026-01-05T04:20:00+00:00,2651.15,2651.22,2651.12,2651.21,44
2026-01-05T04:21:00+00:00,2651.21,2651.47,2651.16,2651.37,423
2026-01-05T04:22:00+00:00,2651.37,2651.38,2651.07,2651.19,417
2026-01-05T04:23:00+00:00,2651.19,2651.39,2651.19,2651.35,42
2026-01-05T04:24:00+00:00,2651.35,2651.44,2651.24,2651.42,202
2026-01-05T04:25:00+00:00,2651.42,2651.47,2651.24,2651.30,227
2026-01-05T04:26:00+00:00,2651.30,2651.32,2651.17,2651.21,188
2026-01-05T04:27:00+00:00,2651.21,2651.30,2651.13,2651.26,191
2026-01-05T04:28:00+00:00,2651.26,2651.36,2651.18,2651.31,29
2026-01-05T04:29:00+00:00,2651.31,2651.37,2651.29,2651.30,53
2026-01-05T04:30:00+00:00,2651.30,2651.41,2651.28,2651.39,50
2026-01-05T04:31:00+00:00,2651.39,2651.46,2651.27,2651.28,198
2026-01-05T04:32:00+00:00,2651.28,2651.40,2651.25,2651.35,86
2026-01-05T04:33:00+00:00,2651.35,2651.44,2651.30,2651.34,273
2026-01-05T04:34:00+00:00,2651.34,2651.39,2651.17,2651.19,348
2026-01-05T04:35:00+00:00,2651.19,2651.33,2651.17,2651.28,80
2026-01-05T04:36:00+00:00,2651.28,2651.44,2651.24,2651.42,283
2026-01-05T04:37:00+00:00,2651.42,2651.46,2651.39,2651.46,325
2026-01-05T04:38:00+00:00,2651.46,2651.48,2651.36,2651.41,4
2026-01-05T04:39:00+00:00,2651.41,2651.45,2651.41,2651.44,163
2026-01-05T04:40:00+00:00,2651.44,2651.53,2651.44,2651.53,378
2026-01-05T04:41:00+00:00,2651.53,2651.58,2651.51,2651.56,31
2026-01-05T04:42:00+00:00,2651.56,2651.65,2651.54,2651.63,343
2026-01-05T04:43:00+00:00,2651.63,2651.69,2651.60,2651.68,144
2026-01-05T04:44:00+00:00,2651.68,2651.70,2651.66,2651.68,15
2026-01-05T04:45:00+00:00,2651.68,2651.88,2651.65,2651.86,326
2026-01-05T04:46:00+00:00,2651.86,2651.88,2651.75,2651.78,389
2026-01-05T04:47:00+00:00,2651.78,2651.90,2651.77,2651.82,155
2026-01-05T04:48:00+00:00,2651.82,2651.84,2651.76,2651.77,131
2026-01-05T04:49:00+00:00,2651.77,2651.86,2651.73,2651.76,381
2026-01-05T04:50:00+00:00,2651.76,2651.85,2651.70,2651.83,50
2026-01-05T04:51:00+00:00,2651.83,2651.85,2651.58,2651.60,80
2026-01-05T04:52:00+00:00,2651.60,2651.89,2651.49,2651.85,28
2026-01-05T04:53:00+00:00,2651.85,2651.92,2651.80,2651.88,563
2026-01-05T04:54:00+00:00,2651.88,2651.94,2651.76,2651.90,6
2026-01-05T04:55:00+00:00,2651.90,2651.93,2651.71,2651.80,203
2026-01-05T04:56:00+00:00,2651.80,2651.84,2651.65,2651.68,356
2026-01-05T04:57:00+00:00,2651.68,2651.87,2651.61,2651.83,405
2026-01-05T04:58:00+00:00,2651.83,2651.99,2651.79,2651.92,284
2026-01-05T04:59:00+00:00,2651.92,2651.96,2651.68,2651.87,25
2026-01-05T05:00:00+00:00,2651.87,2652.00,2651.78,2651.95,148
2026-01-05T05:01:00+00:00,2651.95,2652.00,2651.77,2651.90,62
2026-01-05T05:02:00+00:00,2651.90,2651.96,2651.88,2651.90,159
2026-01-05T05:03:00+00:00,2651.90,2652.03,2651.90,2651.95,236
2026-01-05T05:04:00+00:00,2651.95,2652.01,2651.80,2651.83,221
2026-01-05T05:05:00+00:00,2651.83,2651.88,2651.75,2651.88,14
2026-01-05T05:06:00+00:00,2651.88,2652.05,2651.72,2651.99,106
2026-01-05T05:07:00+00:00,2651.99,2652.39,2651.96,2652.24,75
2026-01-05T05:08:00+00:00,2652.24,2652.28,2652.03,2652.17,40
2026-01-05T05:09:00+00:00,2652.17,2652.29,2652.09,2652.13,127
2026-01-05T05:10:00+00:00,2652.13,2652.29,2651.98,2652.10,107
2026-01-05T05:11:00+00:00,2652.10,2652.15,2651.99,2652.00,56
2026-01-05T05:12:00+00:00,2652.00,2652.02,2651.88,2651.89,390
2026-01-05T05:13:00+00:00,2651.89,2651.97,2651.83,2651.93,431
2026-01-05T05:14:00+00:00,2651.93,2652.18,2651.87,2652.04,27
2026-01-05T05:15:00+00:00,2652.04,2652.18,2651.97,2652.13,295
2026-01-05T05:16:00+00:00,2652.13,2652.35,2652.09,2652.29,118
2026-01-05T05:17:00+00:00,2652.29,2652.32,2652.16,2652.17,6
2026-01-05T05:18:00+00:00,2652.17,2652.24,2651.92,2651.94,56
2026-01-05T05:19:00+00:00,2651.94,2651.97,2651.80,2651.92,206
2026-01-05T05:20:00+00:00,2651.92,2651.93,2651.80,2651.80,47
2026-01-05T05:21:00+00:00,2651.80,2651.84,2651.50,2651.52,429
2026-01-05T05:22:00+00:00,2651.52,2651.64,2651.29,2651.38,62
2026-01-05T05:23:00+00:00,2651.38,2651.44,2651.37,2651.44,93
2026-01-05T05:24:00+00:00,2651.44,2651.54,2651.13,2651.15,43
2026-01-05T05:25:00+00:00,2651.15,2651.33,2651.12,2651.29,9
2026-01-05T05:26:00+00:00,2651.29,2651.37,2651.11,2651.12,318
2026-01-05T05:27:00+00:00,2651.12,2651.17,2651.05,2651.17,90
2026-01-05T05:28:00+00:00,2651.17,2651.25,2651.10,2651.20,107
2026-01-05T05:29:00+00:00,2651.20,2651.21,2651.05,2651.11,406
2026-01-05T05:30:00+00:00,2651.11,2651.16,2650.99,2651.02,203
2026-01-05T05:31:00+00:00,2651.02,2651.16,2650.93,2651.07,148
2026-01-05T05:32:00+00:00,2651.07,2651.24,2651.04,2651.21,188
2026-01-05T05:33:00+00:00,2651.21,2651.24,2650.99,2651.03,219
2026-01-05T05:34:00+00:00,2651.03,2651.17,2651.00,2651.05,58
2026-01-05T05:35:00+00:00,2651.05,2651.17,2651.00,2651.13,149
2026-01-05T05:36:00+00:00,2651.13,2651.15,2651.05,2651.06,217
2026-01-05T05:37:00+00:00,2651.06,2651.12,2650.97,2651.11,90
2026-01-05T05:38:00+00:00,2651.11,2651.17,2650.97,2651.03,10
2026-01-05T05:39:00+00:00,2651.03,2651.05,2650.96,2651.04,125
2026-01-05T05:40:00+00:00,2651.04,2651.15,2651.03,2651.05,193
2026-01-05T05:41:00+00:00,2651.05,2651.19,2651.03,2651.11,109
2026-01-05T05:42:00+00:00,2651.11,2651.43,2651.08,2651.29,57
2026-01-05T05:43:00+00:00,2651.29,2651.35,2651.17,2651.28,120
2026-01-05T05:44:00+00:00,2651.28,2651.31,2651.26,2651.30,64
2026-01-05T05:45:00+00:00,2651.30,2651.66,2651.28,2651.58,283
2026-01-05T05:46:00+00:00,2651.58,2651.59,2651.43,2651.52,320
2026-01-05T05:47:00+00:00,2651.52,2651.52,2651.48,2651.50,212
2026-01-05T05:48:00+00:00,2651.50,2651.64,2651.49,2651.62,349
2026-01-05T05:49:00+00:00,2651.62,2651.78,2651.60,2651.75,67
2026-01-05T05:50:00+00:00,2651.75,2651.77,2651.47,2651.50,28
2026-01-05T05:51:00+00:00,2651.50,2651.54,2651.46,2651.51,81
2026-01-05T05:52:00+00:00,2651.51,2651.59,2651.43,2651.47,148
2026-01-05T05:53:00+00:00,2651.47,2651.49,2651.41,2651.47,39
2026-01-05T05:54:00+00:00,2651.47,2651.51,2651.41,2651.47,438
2026-01-05T05:55:00+00:00,2651.47,2651.50,2651.44,2651.44,316
2026-01-05T05:56:00+00:00,2651.44,2651.49,2651.35,2651.45,400
2026-01-05T05:57:00+00:00,2651.45,2651.56,2651.44,2651.48,213
